hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,193,2016,October,44,28,1,2,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,85.5,0,0,Check-Out,2016-10-31,Geoffrey Stephenson,Geoffrey.S@protonmail.com,942-425-7545,************7220
City Hotel,13,2016,September,38,15,0,1,2,0.0,0,SC,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,233.0,0,Transient-Party,100.0,0,1,Check-Out,2016-09-16,Charles Hall,CHall89@mail.com,798-998-5600,************3867
Resort Hotel,152,2015,September,38,15,1,5,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,0,Check-Out,2015-09-21,Amanda Collins,Amanda.Collins@outlook.com,402-443-1355,************9956
City Hotel,447,2016,September,40,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Carl Whitaker,Carl_W@outlook.com,752-113-6880,************1411
Resort Hotel,38,2015,October,40,3,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,93.43,1,0,Check-Out,2015-10-10,Jonathan Lewis,Jonathan_Lewis@mail.com,889-217-9753,************1051
City Hotel,20,2017,July,30,25,0,2,2,0.0,0,BB,CHN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,150.0,0,1,Check-Out,2017-07-27,Adrienne Mora,Adrienne.Mora38@protonmail.com,663-173-4485,************6564
Resort Hotel,112,2015,November,46,12,4,9,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Contract,66.42,0,1,Check-Out,2015-11-25,Daniel Brennan,Daniel.B18@protonmail.com,903-524-7723,************9070
City Hotel,0,2016,July,31,29,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,Check-Out,2016-07-30,Lonnie Patterson,LPatterson@verizon.com,984-021-9457,************2201
City Hotel,49,2015,December,52,23,2,5,2,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,77.39,0,1,Check-Out,2015-12-30,Jodi Johns,Johns_Jodi@xfinity.com,143-018-1918,************7595
City Hotel,379,2015,October,44,31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-07-23,Deanna Obrien,Deanna_O@xfinity.com,419-902-2261,************7540
City Hotel,69,2017,April,14,6,0,1,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,E,1,No Deposit,,418.0,0,Transient-Party,100.0,0,0,Check-Out,2017-04-07,Tammy Harrison,Harrison_Tammy@outlook.com,933-331-8178,************7480
City Hotel,57,2016,December,53,30,1,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,314.1,0,0,Check-Out,2017-01-02,Travis Hoffman,Travis_Hoffman@yahoo.com,374-799-6056,************9690
Resort Hotel,165,2015,December,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,308.0,,122,Transient,136.5,0,0,Check-Out,2016-01-03,Alicia Bernard,Alicia.Bernard@hotmail.com,937-489-1719,************5152
City Hotel,36,2016,November,49,28,1,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,2,Check-Out,2016-12-02,Susan Glover,SGlover@zoho.com,894-618-3272,************5463
City Hotel,126,2017,July,30,27,0,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,148.5,0,1,Check-Out,2017-07-29,Timothy Cardenas,Timothy_C77@zoho.com,642-173-4234,************9044
Resort Hotel,292,2015,October,43,21,0,2,1,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,208.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-10-23,James Schmidt,James.Schmidt@att.com,921-476-7520,************9225
City Hotel,11,2015,September,39,22,0,2,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74.0,,0,Transient-Party,84.0,0,0,Check-Out,2015-09-24,Allen Miller,AllenMiller@mail.com,366-159-4707,************4810
Resort Hotel,32,2016,April,14,2,2,5,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,75.0,0,1,Check-Out,2016-04-09,Kyle Ramirez,KRamirez@verizon.com,290-529-2782,************4152
City Hotel,12,2016,January,3,10,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,72.96,0,0,Check-Out,2016-01-17,Jared Sweeney Jr.,Jared_J@gmail.com,254-527-0247,************8669
City Hotel,124,2016,July,30,17,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,99.45,0,1,Check-Out,2016-07-21,Amanda Rose,Amanda.Rose25@zoho.com,152-696-6817,************1342
City Hotel,4,2016,April,16,12,0,2,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153.0,,0,Transient,104.0,1,0,Check-Out,2016-04-14,Teresa Morales,Morales_Teresa62@yandex.com,147-275-4933,************6678
City Hotel,162,2016,August,35,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,0,Canceled,2016-07-20,Michael Chambers,Michael.Chambers77@mail.com,851-988-0930,************4700
City Hotel,149,2016,July,29,10,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,72.25,0,0,Canceled,2016-02-23,Melissa Weaver,Melissa.W@protonmail.com,741-696-1938,************7570
City Hotel,14,2016,January,2,8,1,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.85,0,0,Check-Out,2016-01-11,Julia Fox,Julia_Fox@comcast.net,458-524-2014,************3170
City Hotel,212,2017,June,22,2,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,127.33,0,0,Check-Out,2017-06-05,Elizabeth Campos,ECampos@yahoo.com,684-450-2000,************6758
Resort Hotel,0,2016,November,46,8,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,G,0,No Deposit,,,0,Transient,41.0,1,0,Check-Out,2016-11-09,Kathy Smith,Kathy.Smith@outlook.com,610-872-9886,************1311
City Hotel,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,2016-01-18,Larry Washington,Larry_Washington@yahoo.com,986-859-3529,************6458
Resort Hotel,220,2015,August,33,10,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,112.63,0,0,Check-Out,2015-08-17,Catherine Bauer,Catherine.B@att.com,365-235-8850,************6947
Resort Hotel,191,2016,April,17,22,1,2,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,85.33,0,0,Check-Out,2016-04-25,Andrew Parrish,Andrew.P@att.com,452-010-9077,************4284
Resort Hotel,62,2015,November,47,18,2,4,1,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,0,Transient-Party,18.5,0,0,Check-Out,2015-11-24,Thomas Patterson,Thomas_Patterson@gmail.com,981-021-1954,************9352
City Hotel,14,2016,October,43,17,1,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,131.25,0,2,Check-Out,2016-10-18,Heather Roberts,Heather_R@yahoo.com,759-029-5331,************8449
City Hotel,25,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-17,Kim Ellis,Kim.Ellis@att.com,864-846-1096,************8096
Resort Hotel,1,2015,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Canceled,2015-10-31,James Reynolds,James.R@zoho.com,230-865-8907,************3078
Resort Hotel,83,2016,December,52,23,0,1,2,1.0,0,BB,MYS,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240.0,,0,Transient,87.0,0,2,Check-Out,2016-12-24,Veronica Kline,Veronica_K@att.com,682-010-8583,************3891
Resort Hotel,79,2016,May,21,21,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,80.0,0,0,Check-Out,2016-05-26,Karen Wyatt,Wyatt.Karen@mail.com,767-719-6379,************1812
Resort Hotel,242,2016,September,38,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.0,0,1,Canceled,2016-03-12,Katie Collins,Katie_Collins29@yandex.com,235-010-4883,************1456
City Hotel,52,2016,April,17,21,0,2,2,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Canceled,2016-03-14,Ryan Rodriguez,Rodriguez_Ryan@outlook.com,553-914-7853,************4581
Resort Hotel,222,2015,September,38,14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,F,0,No Deposit,68.0,,0,Transient-Party,80.0,0,0,Check-Out,2015-09-16,Howard Cook,Cook_Howard@verizon.com,496-382-9293,************3564
Resort Hotel,259,2015,September,38,17,0,3,1,0.0,0,BB,GBR,Groups,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Transient,33.3,0,0,Canceled,2015-01-21,Stephanie Henson,Stephanie.Henson19@aol.com,189-422-6403,************6690
City Hotel,1,2016,August,32,4,0,1,1,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,1,Check-Out,2016-08-05,Courtney Peterson,Peterson_Courtney@comcast.net,845-060-2584,************4525
Resort Hotel,285,2016,September,39,20,2,5,3,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,7,No Deposit,96.0,,0,Transient-Party,86.4,0,0,Check-Out,2016-09-27,Andrea Pena,Andrea.Pena87@outlook.com,825-607-6740,************8237
City Hotel,86,2017,February,7,16,0,3,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.6,0,1,Canceled,2017-01-24,Christopher Wagner,ChristopherWagner@mail.com,381-322-1450,************5948
Resort Hotel,28,2017,March,13,31,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2017-04-02,Kyle Whitaker,KWhitaker@zoho.com,462-860-1688,************6771
Resort Hotel,135,2016,May,23,29,2,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,78.56,0,1,Check-Out,2016-06-01,Nicole Watson,NicoleWatson@comcast.net,895-140-1632,************2938
Resort Hotel,27,2017,June,24,11,2,1,3,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,292.0,0,Transient,120.0,0,1,Canceled,2017-05-18,Tiffany Levine,Tiffany.L68@zoho.com,983-104-3647,************5144
City Hotel,15,2016,February,8,16,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,1,Canceled,2016-02-02,Micheal Hayden,Hayden.Micheal21@mail.com,520-191-4128,************1585
Resort Hotel,127,2015,August,35,28,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,97.74,0,1,Check-Out,2015-09-02,Barbara Simmons,Simmons_Barbara66@att.com,762-644-2439,************9461
Resort Hotel,225,2016,August,35,24,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,126.0,0,1,Canceled,2016-01-18,Diane Davis,Davis.Diane@zoho.com,396-352-3381,************8739
City Hotel,126,2016,April,16,14,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,39,Transient,57.5,0,0,Canceled,2016-01-18,Sandy Sanders,Sandy.S@outlook.com,856-881-4280,************7129
City Hotel,48,2017,February,8,22,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,1,Check-Out,2017-02-24,Bianca Underwood,Underwood_Bianca@protonmail.com,254-507-5874,************5097
City Hotel,201,2017,August,33,17,0,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,235.0,0,0,Check-Out,2017-08-19,Nicholas Burns,Nicholas_B86@comcast.net,975-290-0741,************8634
City Hotel,243,2016,September,40,27,2,6,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.75,0,0,Check-Out,2016-10-05,Robert Leonard,RLeonard69@zoho.com,842-388-7385,************7624
Resort Hotel,87,2016,May,20,9,1,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,46.16,0,1,Check-Out,2016-05-13,Christopher Walton,Christopher_W53@yandex.com,754-064-7112,************3791
City Hotel,191,2017,June,23,7,0,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-03-12,Jason Colon,Colon_Jason@protonmail.com,548-245-6659,************2919
City Hotel,294,2017,August,33,13,1,0,2,0.0,0,BB,SWE,Direct,Direct,0,0,0,F,F,3,No Deposit,14.0,,0,Transient,201.25,0,1,Check-Out,2017-08-14,Victoria Wilson,Victoria.W@xfinity.com,731-188-6657,************8161
City Hotel,158,2017,March,13,27,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1,Check-Out,2017-03-29,Robert Horton,Robert_H@gmail.com,144-595-8534,************1535
Resort Hotel,115,2015,September,39,25,2,5,2,0.0,0,BB,LVA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,58.0,1,0,Check-Out,2015-10-02,Louis Anderson,Anderson.Louis46@xfinity.com,321-560-8255,************6479
City Hotel,1,2015,September,39,23,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,152.0,0,0,Check-Out,2015-09-24,Christopher Williams,Christopher.Williams@yahoo.com,879-111-3858,************4258
Resort Hotel,259,2015,September,38,17,0,3,2,0.0,0,BB,GBR,Groups,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Transient,40.05,0,0,Canceled,2015-01-21,Rachel Johnson,RachelJohnson65@hotmail.com,732-519-8046,************3358
City Hotel,329,2017,August,34,24,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.1,0,1,Canceled,2017-06-12,Hayden Roberts,HRoberts@hotmail.com,553-939-4916,************4706
Resort Hotel,109,2017,June,26,25,2,1,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,200.0,0,0,Canceled,2017-03-08,Amanda Hines,Amanda.H@xfinity.com,590-670-5118,************6821
City Hotel,66,2017,March,10,8,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,1,Check-Out,2017-03-11,Jade Houston,Jade.Houston@xfinity.com,634-413-1316,************8697
City Hotel,1,2016,September,37,5,1,0,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,125.25,0,0,Check-Out,2016-09-06,Ashley Kelly,Ashley.Kelly21@att.com,542-401-2775,************4794
Resort Hotel,323,2017,June,22,3,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,72.0,0,0,Canceled,2016-07-21,Charles Young,Charles_Young@aol.com,348-653-4642,************7405
City Hotel,118,2016,June,24,6,1,2,1,0.0,0,BB,SWE,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,2016-06-09,Patricia Gill,PatriciaGill@gmail.com,595-496-0927,************4900
Resort Hotel,25,2016,December,50,10,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,177.0,,0,Transient-Party,34.0,0,2,Check-Out,2016-12-11,Jesse Fowler,JFowler@yandex.com,566-262-0733,************3435
Resort Hotel,297,2017,June,22,2,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,82.1,0,3,Check-Out,2017-06-07,Douglas Lewis,Douglas_Lewis@att.com,806-293-9718,************6686
City Hotel,76,2015,October,42,13,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,98.25,1,1,Check-Out,2015-10-15,Gregory Wright,Gregory.W83@comcast.net,874-935-1586,************3386
City Hotel,124,2015,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-08-01,Alexander Jenkins,Alexander_Jenkins69@yahoo.com,128-400-7265,************6980
City Hotel,116,2017,June,24,12,1,1,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,52.0,,0,Transient,98.1,0,0,Check-Out,2017-06-14,Joseph Massey,Joseph_Massey@comcast.net,810-296-0527,************2509
City Hotel,5,2015,September,38,17,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,1,Canceled,2015-09-14,Eric Potter,Eric_Potter@zoho.com,790-682-7997,************5956
Resort Hotel,137,2015,September,37,7,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,2.0,,0,Transient,89.55,0,0,Check-Out,2015-09-17,Anthony Hays,Anthony_H@protonmail.com,512-165-9955,************9037
City Hotel,14,2016,May,22,27,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,62.5,0,0,Check-Out,2016-05-28,Michael Ramirez,Michael.R@mail.com,489-341-2695,************1495
City Hotel,181,2017,April,15,14,2,2,2,2.0,0,HB,BRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,189.0,0,2,Canceled,2017-04-14,Samuel Gomez,SGomez@zoho.com,411-875-6405,************5905
City Hotel,45,2017,January,4,27,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.2,0,1,Canceled,2016-12-13,Willie Carter,WillieCarter83@aol.com,695-320-7194,************4752
City Hotel,48,2016,March,12,17,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Canceled,2016-01-29,Michael Poole,Michael_P@zoho.com,574-868-1134,************1444
City Hotel,147,2016,July,27,1,2,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient-Party,103.7,0,2,Check-Out,2016-07-05,Tina Davis,Davis_Tina@mail.com,987-115-7516,************1380
Resort Hotel,33,2015,July,28,11,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,123.0,0,0,Check-Out,2015-07-15,Michael Johnson,Michael.Johnson@outlook.com,122-626-4644,************7241
City Hotel,323,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,David Pena,DavidPena88@att.com,354-313-7323,************8087
City Hotel,120,2016,July,30,20,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,72.25,0,0,Canceled,2016-07-18,Heidi Knight,HeidiKnight@outlook.com,366-955-3127,************2215
Resort Hotel,302,2017,May,19,9,0,4,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,81.0,0,0,Check-Out,2017-05-13,Sharon Farmer,SharonFarmer@gmail.com,971-699-3139,************5469
City Hotel,164,2017,May,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,Canceled,2017-01-31,Ronald Wallace,Ronald.W@verizon.com,274-738-3729,************4406
Resort Hotel,79,2016,May,23,30,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,99.5,1,1,Check-Out,2016-06-03,Michael Phillips,Phillips.Michael@yahoo.com,507-729-4327,************3710
City Hotel,13,2016,December,52,19,1,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,2,Check-Out,2016-12-25,Amy Allison,Amy_A@gmail.com,759-452-0395,************2877
City Hotel,330,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,Megan Hall,MHall@hotmail.com,605-568-8506,************5280
City Hotel,149,2017,August,33,18,2,3,2,1.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,93.6,0,1,Check-Out,2017-08-23,Angela Jones,AJones@outlook.com,750-606-7275,************4669
City Hotel,140,2016,June,23,4,2,1,2,0.0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.2,0,2,Check-Out,2016-06-07,Stephen Miranda,StephenMiranda@yahoo.com,257-077-2536,************4439
Resort Hotel,24,2016,May,19,7,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-05-14,David Scott,DScott@verizon.com,263-761-6640,************5002
Resort Hotel,227,2016,May,22,28,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,4,Non Refund,,223.0,0,Transient-Party,60.0,0,0,No-Show,2016-05-28,Katie Morales,Katie_M@comcast.net,763-480-4314,************2547
Resort Hotel,14,2017,April,14,4,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,76.0,1,1,Check-Out,2017-04-05,Michael Rivera,MRivera@xfinity.com,441-417-1684,************9295
City Hotel,1,2017,February,9,27,1,1,1,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,0,Check-Out,2017-03-01,Frank Salazar,FSalazar@aol.com,822-247-6627,************8255
City Hotel,158,2016,May,22,24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0,Canceled,2016-01-18,Jason Larson,Jason_L@protonmail.com,314-880-4377,************4757
City Hotel,1,2016,March,14,27,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,99.0,0,1,Check-Out,2016-03-28,Stephanie Thomas,StephanieThomas@gmail.com,219-479-3862,************7005
Resort Hotel,113,2017,May,19,8,2,5,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,73.15,0,2,Check-Out,2017-05-15,Heather Miller,Heather.Miller@gmail.com,212-199-8887,************6112
Resort Hotel,126,2017,July,28,15,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,192.0,0,2,Canceled,2017-04-23,Wayne Salas,WayneSalas77@comcast.net,312-945-7378,************6418
City Hotel,66,2017,March,10,10,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-03-13,Elaine Humphrey,Elaine_Humphrey@protonmail.com,288-841-6451,************7508
City Hotel,26,2017,February,5,1,0,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,71.69,0,1,Check-Out,2017-02-04,Denise Bryant,Denise.Bryant@att.com,331-321-8565,************9387
City Hotel,86,2016,January,4,22,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,35,Transient,85.0,0,0,Canceled,2015-12-02,John Morgan,John.Morgan97@att.com,519-963-3476,************7713
City Hotel,14,2017,May,20,18,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,178.0,0,2,Check-Out,2017-05-23,Luis Lawson,Lawson_Luis@yahoo.com,630-482-8692,************6471
Resort Hotel,130,2017,July,29,22,2,5,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,250.0,,0,Transient,252.3,1,1,Check-Out,2017-07-29,Todd Torres,Todd_Torres@zoho.com,390-574-6904,************6055
Resort Hotel,146,2015,September,37,9,2,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,275.0,,0,Transient,76.5,0,0,Check-Out,2015-09-16,Daniel Miller,Daniel.Miller92@yandex.com,563-374-9793,************8094
City Hotel,0,2015,November,49,30,1,0,1,0.0,0,BB,PRT,Complementary,Direct,1,0,0,E,E,0,No Deposit,45.0,,0,Transient,0.0,0,0,No-Show,2015-11-30,Charles Sanchez,Charles.S@att.com,443-256-8025,************1616
City Hotel,210,2016,July,29,15,2,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,2016-03-16,Melissa Lopez,MLopez69@gmail.com,971-166-5879,************2586
Resort Hotel,55,2017,July,27,4,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,531.0,,0,Transient,165.1,0,2,Check-Out,2017-07-11,Joan Sanders,Sanders_Joan@aol.com,860-099-9730,************8041
City Hotel,270,2017,July,27,7,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,154.8,0,1,Canceled,2017-03-27,Robert Hernandez,Hernandez.Robert@zoho.com,978-949-1374,************2885
